,Open,High,Low,Adj Close,Close,Volume,Turnover (Lacs),DPO,Low,Al_Close,Plat_Last,Settle,BSE_Close,DJI_Close,FCHIX_Close,FTSE_Close,GDAXI_Close,GSPC_Close,HSI_Close,KS11_Close,PSEIPS_Close,TWII_Close,NSEI_Close
2014-06-23,2392.0,2394.95,2351.05,2385.0,2380.3,158501.0,3761.07,-1866.2324999999985,2351.05,111.6,1456.6,3096.0,10.02,16937.26,1.61,6800.6,9920.92,1962.61,22804.81,1974.92,6761.99,9228.32,7493.35
2014-06-24,2390.0,2422.0,2389.2,2419.0,2414.6,217974.0,5246.91,-1871.859999999998,2389.2,111.45,1471.9,3056.0,10.04,16818.13,1.61,6787.1,9938.08,1949.98,22880.64,1994.35,6793.07,9246.17,7580.2
2014-06-25,2414.95,2528.0,2391.1,2464.0,2471.0,430866.0,10519.95,-1890.4124999999983,2391.1,112.15,1473.2,3076.0,10.1,16867.51,1.61,6733.6,9867.75,1959.53,22866.7,1981.77,6834.68,9242.13,7569.25
2014-06-26,2485.0,2503.95,2437.5,2480.35,2486.9,539042.0,13320.31,-1899.4649999999986,2437.5,112.45,1470.1,3055.0,10.13,16846.13,1.61,6735.1,9804.9,1957.22,23197.83,1995.05,6892.18,9320.91,7493.2
2014-06-27,2480.05,2480.05,2440.0,2443.0,2454.7,151990.0,3742.26,-1900.959999999998,2440.0,112.05,1478.5,3140.0,10.12,16851.84,1.61,6757.8,9815.17,1960.96,23221.52,1988.51,6842.15,9306.8,7508.8
2014-07-02,2593.8,2665.0,2568.25,2641.35,2641.95,775548.0,20386.04,-1943.5049999999978,2568.25,112.25,1509.7,3136.0,10.04,16976.24,1.6092,6816.4,9911.27,1974.62,23549.62,2015.28,6850.6,9484.92,7725.15
2014-07-09,2607.0,2607.0,2492.2,2524.9,2516.45,406355.0,10394.89,-1937.6599999999971,2492.2,115.3,1505.9,3113.0,9.99,16985.61,1.6092,6718.0,9808.2,1972.83,23176.07,2000.5,6903.79,9489.95,7585.0
2014-07-10,2517.0,2630.0,2490.0,2526.75,2531.7,349298.0,8880.7,-1940.2024999999971,2490.0,114.65,1516.0,3118.0,9.97,16915.07,1.6018,6672.4,9659.13,1964.68,23238.99,2002.84,6937.21,9565.08,7567.75
2014-07-11,2525.0,2560.95,2472.0,2506.95,2504.65,273178.0,6860.31,-1950.7674999999972,2472.0,114.9,1512.3,3127.0,9.97,16943.81,1.6018,6690.2,9666.34,1967.57,23233.45,1988.74,6901.09,9495.8,7459.6
2014-07-15,2526.0,2549.35,2507.0,2519.0,2518.45,171337.0,4325.8,-1949.7424999999973,2507.0,115.95,1484.3,3143.0,9.95,17060.68,1.6018,6710.5,9719.41,1973.28,23459.96,2012.72,6834.04,9569.13,7526.65
2014-07-17,2575.0,2579.75,2527.25,2557.0,2560.35,214428.0,5474.87,-1961.2649999999971,2527.25,117.95,1503.0,3064.0,9.95,16976.81,1.6018,6738.3,9753.88,1958.12,23520.87,2020.9,6867.36,9408.21,7640.45
2014-07-18,2550.0,2553.2,2505.0,2517.6,2524.6,260815.0,6577.38,-1969.174999999997,2505.0,119.65,1489.2,3082.0,9.99,17100.18,1.5944,6749.5,9720.02,1978.22,23454.79,2019.42,6853.07,9400.94,7663.9
2014-07-21,2524.6,2573.0,2524.6,2534.8,2541.35,238243.0,6084.27,-1973.4774999999968,2524.6,118.7,1492.7,3128.0,10.02,17051.73,1.5944,6728.4,9612.05,1973.63,23387.14,2018.5,6874.88,9440.94,7684.2
2014-07-22,2545.8,2561.0,2493.65,2515.1,2513.4,236100.0,5966.68,-1978.4174999999968,2493.65,121.35,1487.6,3131.0,10.05,17113.54,1.5944,6795.3,9734.33,1983.53,23782.11,2028.93,6869.94,9499.33,7767.85
2014-07-23,2525.15,2529.45,2479.0,2490.0,2490.05,253475.0,6335.52,-1958.6699999999973,2479.0,122.3,1485.0,3185.0,10.05,17086.63,1.6018,6798.2,9753.56,1987.01,23971.87,2028.32,6892.92,9499.33,7795.75
2014-07-24,2500.0,2511.0,2485.0,2492.0,2498.7,288868.0,7213.37,-1959.259999999997,2485.0,119.9,1472.7,3198.0,10.05,17083.8,1.6018,6821.5,9794.06,1987.98,24141.5,2026.62,6889.89,9527.5,7830.6
2014-07-25,2497.0,2537.0,2496.9,2506.2,2509.3,230984.0,5819.02,-1968.4899999999975,2496.9,121.0,1477.6,3194.0,10.11,16960.57,1.6018,6791.6,9644.01,1978.34,24216.01,2033.85,6889.55,9439.26,7790.45
2014-07-28,2510.0,2525.0,2492.6,2502.0,2505.5,182179.0,4573.12,-1971.7974999999974,2492.6,119.6,1489.4,3165.0,10.07,16982.59,1.6018,6788.1,9598.17,1978.91,24428.63,2048.81,6850.47,9420.15,7748.7
2014-07-30,2509.95,2560.0,2485.0,2553.05,2552.45,189655.0,4797.27,-1962.0799999999972,2485.0,118.7,1481.9,3205.0,9.99,16880.36,1.5944,6773.4,9593.68,1970.07,24732.21,2082.61,6867.59,9446.99,7791.4
2014-07-31,2564.75,2590.0,2511.4,2522.0,2524.05,958095.0,24444.43,-1956.1849999999972,2511.4,122.25,1465.2,3219.0,9.98,16563.3,1.587,6730.1,9407.48,1930.67,24756.85,2076.12,6864.82,9315.82,7721.3
2014-08-01,2510.0,2626.55,2509.0,2579.0,2586.0,943610.0,24465.66,-1945.739999999997,2509.0,121.45,1463.3,3207.0,9.96,16493.37,1.5788,6679.2,9210.08,1925.15,24532.43,2073.1,6894.23,9266.48,7602.6
2014-08-04,2590.0,2660.0,2571.4,2660.0,2645.7,480503.0,12581.2,-1945.899999999997,2571.4,121.2,1466.6,3195.0,9.91,16569.28,1.5788,6677.5,9154.14,1938.99,24600.08,2080.42,6998.37,9330.16,7683.65
2014-08-05,2653.7,2675.0,2628.6,2658.0,2665.85,412319.0,10954.44,-1953.0499999999972,2628.6,123.85,1455.9,3195.0,9.93,16429.47,1.5788,6682.5,9189.74,1920.21,24648.26,2066.26,6974.0,9141.41,7746.55
2014-08-06,2654.0,2670.0,2630.35,2641.75,2637.0,238191.0,6311.65,-1955.417499999997,2630.35,122.85,1465.2,3219.0,9.96,16443.34,1.5788,6636.2,9130.04,1920.24,24584.13,2060.73,6948.97,9143.94,7672.05
2014-08-07,2629.5,2667.0,2629.5,2653.0,2649.4,286075.0,7585.65,-1962.364999999997,2629.5,123.9,1481.5,3232.0,9.99,16368.27,1.5862,6597.4,9038.97,1909.57,24387.56,2054.51,6955.21,9131.41,7649.25
2014-08-08,2629.0,2635.0,2593.5,2623.0,2622.6,266242.0,6957.9,-1966.9099999999971,2593.5,124.2,1478.3,3228.0,10.03,16553.93,1.5862,6567.4,9009.32,1931.59,24331.41,2031.1,6880.34,9085.93,7568.55
2014-08-11,2639.0,2672.0,2635.05,2665.0,2664.55,226565.0,6020.03,-1990.6549999999975,2635.05,123.9,1471.6,3222.0,10.04,16569.98,1.5937,6632.8,9180.74,1936.92,24646.02,2039.37,6956.66,9172.88,7625.95
2014-08-12,2672.0,2684.95,2647.2,2656.05,2664.25,223239.0,5943.21,-1998.384999999997,2647.2,124.35,1472.2,3222.0,10.08,16560.54,1.5937,6632.4,9069.47,1933.75,24689.41,2041.47,6983.49,9163.09,7727.05
2014-08-13,2653.3,2674.95,2643.0,2645.5,2650.95,186796.0,4959.17,-2019.3099999999972,2643.0,124.95,1469.9,3219.0,10.08,16651.8,1.5937,6656.7,9198.88,1946.72,24890.34,2062.36,6986.24,9231.28,7739.55
2014-08-14,2645.0,2693.0,2645.0,2670.0,2666.55,311544.0,8327.07,-2024.0299999999975,2645.0,123.45,1469.2,3215.0,10.08,16713.58,1.6011,6685.3,9225.1,1955.18,24801.36,2063.22,7061.0,9230.58,7791.7
2014-08-18,2651.15,2722.5,2651.15,2709.6,2703.55,359547.0,9697.42,-2051.0399999999977,2651.15,121.05,1446.2,3259.0,10.06,16838.74,1.6011,6741.3,9245.33,1971.74,24955.46,2053.13,7027.58,9141.28,7874.25
2014-08-19,2715.0,2760.0,2712.2,2755.0,2749.3,404906.0,11081.36,-2062.274999999998,2712.2,122.1,1439.5,3199.0,10.1,16919.59,1.6086,6779.3,9334.28,1981.6,25122.95,2071.14,7082.75,9243.75,7897.5
2014-08-20,2749.0,2755.0,2724.95,2737.0,2737.85,212477.0,5812.1,-2092.4499999999975,2724.95,122.95,1429.2,3221.0,10.1,16979.13,1.6086,6755.5,9314.57,1986.51,25159.76,2072.78,7096.49,9288.02,7875.3
2014-08-22,2756.0,2767.9,2729.0,2767.9,2754.85,192631.0,5291.2,-2121.7474999999977,2729.0,124.25,1418.5,3196.0,10.08,17001.22,1.6086,6775.3,9339.17,1988.4,25112.23,2056.7,7133.09,9380.07,7913.2
2014-08-26,2785.0,2799.9,2755.0,2781.0,2772.4,295099.0,8187.77,-2127.8099999999977,2755.0,125.0,1419.6,3220.0,10.1,17106.7,1.6086,6822.8,9588.15,2000.02,25074.5,2068.05,7146.35,9393.93,7904.75
2014-08-27,2785.0,2798.65,2760.75,2773.0,2769.25,308090.0,8540.41,-2140.9974999999977,2760.75,125.75,1419.9,3216.0,10.16,17122.01,1.6086,6830.7,9569.71,2000.12,24918.75,2074.93,7160.46,9485.55,7936.05
2014-08-28,2775.0,2803.7,2761.7,2776.8,2784.5,444326.0,12374.17,-2169.699999999998,2761.7,125.4,1425.2,3218.0,10.16,17079.57,1.6086,6805.8,9462.56,1996.74,24741.0,2075.76,7100.7,9478.33,7954.35
2014-09-04,2910.0,2923.55,2883.1,2894.25,2897.75,254066.0,7366.61,-2182.5774999999985,2883.1,125.2,1408.3,3131.0,10.13,17069.58,1.6078,6878.0,9724.26,1997.65,25297.92,2056.26,7204.11,9428.86,8095.95
2014-09-05,2872.0,2901.95,2859.9,2885.0,2880.75,262632.0,7570.04,-2194.7649999999985,2859.9,126.75,1411.0,3111.0,10.15,17137.36,1.6004,6855.1,9747.02,2007.71,25240.15,2049.41,7263.58,9407.91,8086.85
2014-09-11,2905.0,2924.0,2876.25,2922.95,2917.1,280993.0,8158.34,-2231.759999999998,2876.25,124.5,1370.7,3040.0,10.1,17049.0,1.5929,6799.6,9691.28,1997.45,24662.64,2034.16,7202.06,9322.92,8085.7
2014-09-12,2921.0,2979.0,2921.0,2975.2,2971.8,453657.0,13425.79,-2229.5524999999984,2921.0,122.9,1370.5,3053.0,10.05,16987.51,1.5929,6807.0,9651.13,1985.54,24595.32,2041.86,7201.88,9223.15,8105.5
2014-09-15,2970.9,2974.4,2930.0,2963.05,2962.6,287604.0,8506.13,-2244.354999999998,2930.0,123.0,1363.5,3057.0,10.04,17031.14,1.5854,6804.2,9659.63,1984.13,24356.99,2035.82,7161.27,9217.43,8042.0
2014-09-16,2955.0,2980.3,2931.0,2956.0,2950.35,360771.0,10659.45,-2281.6449999999977,2931.0,120.55,1367.3,3070.0,10.0,17131.97,1.5854,6792.2,9632.93,1998.98,24136.01,2042.92,7180.34,9133.37,7932.9
2014-09-17,2950.0,2985.0,2916.25,2982.0,2967.2,313982.0,9251.91,-2292.5399999999972,2916.25,122.6,1362.2,3153.0,10.05,17156.85,1.5929,6780.9,9661.5,2001.57,24376.41,2062.61,7231.84,9195.14,7975.5
2014-09-18,2978.0,3060.0,2960.0,3054.1,3042.7,369872.0,11169.3,-2307.132499999998,2960.0,120.2,1349.5,3192.0,10.04,17265.99,1.5929,6819.3,9798.13,2011.36,24168.72,2047.74,7287.29,9237.0,8114.75
2014-09-22,3074.3,3085.0,3041.5,3065.05,3066.2,228956.0,7017.01,-2321.7924999999977,3041.5,118.9,1330.2,3328.0,10.09,17172.68,1.5929,6773.6,9749.54,1994.29,23955.49,2039.27,7279.86,9134.62,8146.3
2014-09-23,3079.0,3112.0,3054.1,3060.0,3061.8,331237.0,10220.23,-2334.5899999999974,3054.1,119.15,1332.7,3297.0,10.07,17055.87,1.5854,6676.1,9595.03,1982.77,23837.07,2028.91,7271.62,9084.87,8017.55
2014-09-24,3075.0,3090.0,3031.0,3079.9,3071.8,211358.0,6465.46,-2336.3599999999974,3031.0,118.2,1319.4,3371.0,10.08,17210.06,1.5779,6706.3,9661.97,1998.3,23921.61,2035.64,7355.29,9098.46,8002.4
2014-09-25,3075.0,3100.0,3043.0,3057.0,3057.25,318285.0,9761.66,-2350.7599999999975,3043.0,118.6,1314.2,3333.0,10.09,16945.8,1.5704,6639.7,9510.01,1965.99,23768.13,2034.11,7294.21,9011.56,7911.85
2014-09-29,3036.0,3037.0,3001.85,3014.5,3008.15,217945.0,6571.71,-2344.302499999998,3001.85,117.95,1307.8,3311.0,10.12,17071.22,1.563,6646.6,9422.91,1977.8,23229.21,2026.6,7265.36,8960.73,7958.9
2014-09-30,3018.0,3078.0,3013.8,3060.6,3062.85,293390.0,8959.31,-2370.1424999999977,3013.8,120.45,1298.5,3300.0,10.14,17042.9,1.5704,6622.7,9474.3,1972.29,22932.98,2020.09,7283.07,8966.89,7964.8
2014-10-07,2971.0,2994.0,2934.0,2945.0,2938.65,295318.0,8763.98,-2360.3574999999973,2934.0,117.7,1261.1,3051.0,10.2,16719.39,1.5772,6495.6,9086.21,1935.1,23422.52,1972.91,7239.38,9040.78,7852.4
2014-10-08,2939.0,2968.0,2924.05,2949.1,2951.1,283872.0,8369.71,-2363.8749999999973,2924.05,119.25,1266.1,3038.0,10.28,16994.22,1.5772,6482.2,8995.33,1968.89,23263.33,1965.25,7185.68,8955.15,7842.7
2014-10-13,2941.0,2980.0,2925.05,2970.0,2972.85,158747.0,4701.68,-2400.707499999997,2925.05,117.6,1260.7,3059.0,10.23,16321.07,1.5622,6366.2,8812.43,1874.74,23143.38,1927.21,6968.09,8711.36,7884.25
2014-10-14,2980.1,2992.7,2957.1,2959.0,2962.1,176342.0,5239.03,-2402.957499999997,2957.1,117.65,1272.3,3102.0,10.22,16315.19,1.5547,6392.7,8825.21,1877.7,23047.97,1929.25,6946.06,8768.36,7864.0
2014-10-16,2956.1,2980.0,2912.0,2920.0,2936.85,168761.0,4981.63,-2386.9099999999967,2912.0,118.75,1252.4,3086.0,10.3,16117.24,1.5396,6195.9,8582.9,1862.76,22900.94,1918.83,7028.58,8633.66,7748.2
2014-10-17,2940.0,2960.7,2902.0,2945.1,2941.1,283917.0,8313.24,-2385.8349999999964,2902.0,117.85,1262.0,3118.0,10.33,16380.41,1.5622,6310.3,8850.27,1886.76,23023.21,1900.66,7003.22,8512.85,7779.7
2014-10-20,2978.0,3014.8,2978.0,3001.0,3003.7,196994.0,5909.46,-2373.6024999999963,2978.0,120.2,1267.9,3120.0,10.32,16399.67,1.5622,6267.1,8717.76,1904.01,23070.26,1930.06,7057.53,8663.11,7879.4
2014-10-21,3015.0,3084.75,3010.0,3077.0,3075.7,220013.0,6711.16,-2379.0274999999965,3010.0,120.5,1283.7,3110.0,10.34,16614.81,1.5772,6372.3,8886.96,1941.28,23088.58,1915.28,7068.03,8654.61,7927.75
2014-10-22,3092.0,3189.0,3085.4,3174.0,3177.2,398874.0,12560.87,-2388.0524999999966,3085.4,121.5,1271.6,3113.0,10.32,16461.32,1.5772,6399.7,8940.14,1927.11,23403.97,1936.97,7154.22,8748.8,7995.9
2014-10-27,3171.0,3190.0,3105.5,3171.05,3169.7,160160.0,5070.05,-2385.6824999999963,3105.5,119.95,1255.2,2970.0,10.24,16817.94,1.5772,6363.5,8902.61,1961.63,23143.23,1931.97,7103.54,8627.75,7991.7
2014-10-28,3169.7,3169.7,3130.05,3150.05,3151.35,220379.0,6934.38,-2390.159999999996,3130.05,121.4,1267.1,2923.0,10.29,17005.75,1.5772,6402.2,9068.19,1985.05,23520.36,1925.68,7066.74,8773.52,8027.6
2014-10-29,3166.0,3219.0,3145.4,3201.4,3205.4,228343.0,7263.62,-2374.1399999999962,3145.4,122.4,1270.0,2937.0,10.33,16974.31,1.5772,6453.9,9082.81,1982.3,23819.87,1961.17,7093.31,8903.65,8090.45
2014-10-30,3221.85,3299.0,3171.0,3232.2,3240.25,1274329.0,41295.7,-2383.289999999996,3171.0,124.7,1245.9,2946.0,10.32,17195.42,1.5772,6463.6,9114.84,1994.65,23702.04,1958.93,7170.99,8888.04,8169.2
2014-10-31,3265.0,3350.0,3246.25,3332.05,3337.25,902391.0,29868.98,-2371.402499999996,3246.25,126.05,1235.2,2899.0,10.28,17390.52,1.5772,6546.5,9326.87,2018.05,23998.06,1964.43,7215.73,8974.73,8322.2
